league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,np_xg,xg,xa,np_goals,key_passes,xg_chain,xg_buildup
FRA-Ligue 1,2425,Monaco,Eliesse Ben Seghir,MAR,MF,19,2005,33,19,1750,19.4,6,3,9,4,2,2,0,0,0.31,0.15,0.46,0.21,0.36,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Monaco,Eliot Matazo,BEL,MF,22,2002,3,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07387404888868332,0,1,0.23930449783802032,0.1654304414987564
FRA-Ligue 1,2425,Monaco,Folarin Balogun,USA,FW,23,2001,13,7,615,6.8,4,0,4,4,0,0,0,0,0.59,0.0,0.59,0.59,0.59,5.158384792506695,5.158384792506695,1.1299745421856642,4,6,6.409590244293213,1.4577118530869484
FRA-Ligue 1,2425,Monaco,George Ilenikhena,NGA,FW,17,2006,23,6,717,8.0,3,2,5,3,0,0,0,0,0.38,0.25,0.63,0.38,0.63,4.81297224201262,4.81297224201262,1.3560339473187923,3,8,6.015256393700838,0.45570486783981323
FRA-Ligue 1,2425,Monaco,Ismail Jakobs,SEN,DF,24,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3925643563270569,0,4,1.7371062636375427,1.6373940110206604
FRA-Ligue 1,2425,Monaco,Jordan Teze,NED,"DF,MF",24,1999,16,8,569,6.3,1,0,1,1,0,0,2,1,0.16,0.0,0.16,0.16,0.16,1.6035259738564491,1.6035259738564491,1.6765227168798447,1,13,4.522825010120869,2.2302155010402203
FRA-Ligue 1,2425,Monaco,Kassoum Ouattara,FRA,"MF,DF",19,2004,12,5,391,4.3,0,1,1,0,0,0,2,0,0.0,0.23,0.23,0.0,0.23,0.12319174222648144,0.12319174222648144,1.7095962539315224,0,6,2.4682640451937914,0.762264434248209
FRA-Ligue 1,2425,Monaco,Krépin Diatta,SEN,"DF,MF",25,1999,19,3,508,5.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.19043472409248352,0.19043472409248352,0.7644898518919945,0,4,1.934105223044753,1.0433780122548342
FRA-Ligue 1,2425,Monaco,Lamine Camara,SEN,MF,20,2004,29,25,2054,22.8,2,7,9,2,0,0,10,1,0.09,0.31,0.39,0.09,0.39,2.2444400172680616,2.2444400172680616,4.86440384760499,2,45,12.08375416137278,8.655269239097834
FRA-Ligue 1,2425,Monaco,Lucas Michal,FRA,FW,19,2005,8,0,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3729779087007046,0.3729779087007046,0.8126267194747925,0,1,2.0130007416009903,0.911671144887805
FRA-Ligue 1,2425,Monaco,Maghnes Akliouche,FRA,MF,22,2002,32,27,2406,26.7,5,10,15,4,1,1,2,0,0.19,0.37,0.56,0.15,0.52,7.522182982414961,8.28227810189128,8.49950610846281,4,47,25.271970311179757,11.500962702557445
FRA-Ligue 1,2425,Monaco,Mamadou Coulibaly,FRA,MF,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03560518100857735,0.03560518100857735,0.0,0,0,0.03559992089867592,0.03559992089867592
FRA-Ligue 1,2425,Monaco,Mika Biereth,DEN,FW,21,2003,16,16,1228,13.6,13,2,15,12,1,2,0,0,0.95,0.15,1.1,0.88,1.03,10.685056135058403,12.205246433615685,4.793574631214142,12,22,17.8470024690032,3.38298643194139
FRA-Ligue 1,2425,Monaco,Mohammed Salisu,GHA,DF,25,1999,15,11,1023,11.4,1,0,1,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09,1.11205929890275,1.11205929890275,0.08099240437150002,1,3,4.465874668210745,4.384882252663374
FRA-Ligue 1,2425,Monaco,Philipp Köhn,SUI,GK,26,1998,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.3390723280608654,2.3390723280608654
FRA-Ligue 1,2425,Monaco,Radosław Majecki,POL,GK,24,1999,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Monaco,Saïmon Bouabré,FRA,MF,18,2006,3,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Monaco,Soungoutou Magassa,FRA,MF,20,2003,21,12,1025,11.4,0,1,1,0,0,0,5,1,0.0,0.09,0.09,0.0,0.09,0.3228309992700815,0.3228309992700815,0.7810156438499689,0,7,3.9011821411550045,3.0663096513599157
FRA-Ligue 1,2425,Monaco,Takumi Minamino,JPN,MF,29,1995,31,27,2231,24.8,6,3,9,6,0,0,4,0,0.24,0.12,0.36,0.24,0.36,9.756513360887766,9.756513360887766,6.754444919526577,6,40,22.925799012184143,7.210842279717326
FRA-Ligue 1,2425,Monaco,Thilo Kehrer,GER,DF,27,1996,27,27,2383,26.5,4,0,4,4,0,0,1,0,0.15,0.0,0.15,0.15,0.15,1.2951666712760925,1.2951666712760925,0.19844231754541397,4,5,14.72375838458538,14.556545751169324
FRA-Ligue 1,2425,Monaco,Vanderson,BRA,DF,23,2001,29,23,2064,22.9,1,3,4,1,0,0,6,1,0.04,0.13,0.17,0.04,0.17,2.6086766524240375,2.6086766524240375,2.909545663744211,1,23,13.712618730030954,9.14323053508997
FRA-Ligue 1,2425,Monaco,Wilfried Singo,CIV,DF,23,2000,27,23,2096,23.3,1,2,3,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Akor Adams,NGA,FW,24,2000,15,13,1075,11.9,3,1,4,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33,0.4311645030975342,0.4311645030975342,0.0,0,0,0.5013578534126282,0.070193350315094
FRA-Ligue 1,2425,Montpellier,Akor Adams,NGA,FW,24,2000,15,13,1075,11.9,3,1,4,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33,5.0283699333667755,5.0283699333667755,0.778080235235393,3,11,5.89375014603138,0.8495047716423869
FRA-Ligue 1,2425,Montpellier,Andy Delort,ALG,FW,32,1991,9,8,607,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.025093151256442,2.025093151256442,0.9238765966147184,0,7,3.6091257072985172,1.0867199301719666
FRA-Ligue 1,2425,Montpellier,Arnaud Nordin,FRA,"MF,FW",26,1998,16,14,1166,13.0,4,1,5,3,1,2,2,0,0.31,0.08,0.39,0.23,0.31,2.826252944767475,4.346443243324757,1.2036361088976264,3,15,4.445713925175369,1.0466626100242138
FRA-Ligue 1,2425,Montpellier,Arnaud Nordin,FRA,"MF,FW",26,1998,16,14,1166,13.0,4,1,5,3,1,2,2,0,0.31,0.08,0.39,0.23,0.31,0.02780478075146675,0.02780478075146675,0.2407453190535307,0,3,0.323957372456789,0.18984360992908478
FRA-Ligue 1,2425,Montpellier,Axel Gueguin,FRA,FW,19,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Bamo Meïté,CIV,DF,22,2001,7,6,424,4.7,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0453549399971962,0.0453549399971962,0.0,0,0,1.3403869029134512,1.3403869029134512
FRA-Ligue 1,2425,Montpellier,Becir Omeragic,SUI,DF,22,2002,22,21,1799,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5606440333649516,0.5606440333649516,0.2280519586056471,0,3,3.637014091014862,3.4458152391016483
FRA-Ligue 1,2425,Montpellier,Benjamin Lecomte,FRA,GK,33,1991,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1389471162110567,0,4,2.050063928589225,1.949775030836463
FRA-Ligue 1,2425,Montpellier,Birama Touré,MLI,"MF,DF",32,1992,8,2,300,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.07789245806634426,0.07789245806634426,0.10696501098573208,0,3,1.432715993374586,1.2641729759052396
FRA-Ligue 1,2425,Montpellier,Boubakar Kouyaté,MLI,DF,27,1997,11,8,756,8.4,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Dimitry Bertaud,COD,GK,26,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.05783398076891899,0.05783398076891899
FRA-Ligue 1,2425,Montpellier,Enzo Tchato,CMR,"DF,MF",21,2002,27,21,1899,21.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Falaye Sacko,MLI,DF,29,1995,16,14,1233,13.7,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.23695062845945358,0,9,2.216378351673484,2.145882608368993
FRA-Ligue 1,2425,Montpellier,Gabriel Bares,SUI,MF,23,2000,6,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Issiaga Sylla,GUI,"DF,MF",30,1994,19,15,1156,12.8,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,1.791319727897644,1.791319727897644,0.5011922158300877,1,7,2.9964171331375837,1.7821234781295061
FRA-Ligue 1,2425,Montpellier,Jordan Ferri,FRA,MF,32,1992,25,21,1773,19.7,0,2,2,0,0,0,6,1,0.0,0.1,0.1,0.0,0.1,0.3772363653406501,0.3772363653406501,1.1186382779851556,0,13,4.9344646986573935,4.248800406232476
FRA-Ligue 1,2425,Montpellier,Joris Chotard,FRA,MF,22,2001,26,23,1892,21.0,1,0,1,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,1.5116395968943834,1.5116395968943834,0.38351965323090553,1,7,6.168501976877451,4.466396525502205
FRA-Ligue 1,2425,Montpellier,Junior Ndiaye,UAE,FW,19,2005,15,4,441,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8206368610262871,0.8206368610262871,0.32265341095626354,0,5,1.9936029464006424,0.9917767867445946
FRA-Ligue 1,2425,Montpellier,Khalil Fayad,FRA,"MF,FW",20,2004,20,10,1028,11.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0423028054647148,1.0423028054647148,0.27454096637666225,0,7,2.9539879066869617,1.845834611915052
FRA-Ligue 1,2425,Montpellier,Lucas Mincarelli,FRA,DF,20,2004,10,8,715,7.9,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Modibo Sagnan,MLI,DF,25,1999,27,24,2141,23.8,2,0,2,2,0,0,10,0,0.08,0.0,0.08,0.08,0.08,0.5571697456762195,0.5571697456762195,1.43458819296211,2,8,3.093769507482648,2.2998172249644995
FRA-Ligue 1,2425,Montpellier,Musa Al-Taamari,JOR,"MF,FW",27,1997,15,12,1116,12.4,2,1,3,2,0,0,3,0,0.16,0.08,0.24,0.16,0.24,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Nicolas Pays,FRA,"MF,FW",20,2003,9,4,447,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.995170084759593,0.995170084759593,0.3132614018395543,0,3,1.9735821234062314,0.7846841122955084
FRA-Ligue 1,2425,Montpellier,Nikola Maksimović,SRB,DF,32,1991,7,7,581,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Othmane Maamma,MAR,MF,18,2005,12,2,361,4.0,1,1,2,1,0,0,1,0,0.25,0.25,0.5,0.25,0.5,0.9714251672849059,0.9714251672849059,0.6859283857047558,1,3,1.5663241678848863,0.24218659475445747
FRA-Ligue 1,2425,Montpellier,Rabby Nzingoula,FRA,MF,18,2005,27,20,1689,18.8,1,0,1,1,0,0,11,0,0.05,0.0,0.05,0.05,0.05,1.5669959178194404,1.5669959178194404,1.0147319920361042,1,8,4.4832784635946155,2.8973995316773653
FRA-Ligue 1,2425,Montpellier,Simon Cara,FRA,FW,19,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Stefan Džodić,SRB,DF,19,2005,7,2,242,2.7,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Tanguy Coulibaly,FRA,"MF,FW",23,2001,25,17,1485,16.5,3,0,3,3,0,0,4,2,0.18,0.0,0.18,0.18,0.18,4.956881604157388,4.956881604157388,1.4983827639371157,3,18,6.335359319113195,1.3342339172959328
FRA-Ligue 1,2425,Montpellier,Théo Chennahi,FRA,DF,19,2005,4,2,181,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.06488200463354588,0.06488200463354588,0.03980283439159393,0,1,0.23980482667684555,0.1351199932396412
FRA-Ligue 1,2425,Montpellier,Théo Sainte-Luce,FRA,DF,25,1998,16,11,1018,11.3,1,0,1,1,0,0,3,0,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Téji Savanier,FRA,MF,32,1991,31,27,2363,26.3,2,5,7,0,2,2,4,1,0.08,0.19,0.27,0.0,0.19,2.6593331219628453,4.179523415863514,8.051546461880207,0,70,9.311374999582767,4.115337830036879
FRA-Ligue 1,2425,Montpellier,Wahbi Khazri,TUN,"FW,MF",33,1991,30,10,1118,12.4,1,1,2,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16,1.660724493674934,1.660724493674934,2.020382081158459,1,17,5.352683451026678,2.310867856256664
FRA-Ligue 1,2425,Montpellier,Wilfried Ndollo,CMR,DF,19,2005,8,3,401,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Montpellier,Yael Mouanga,FRA,DF,19,2005,14,10,946,10.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.36227816343307495,0.36227816343307495,0.28253329917788506,0,2,2.5086481627076864,2.5086481627076864
FRA-Ligue 1,2425,Montpellier,Yanis Issoufou,FRA,MF,17,2006,4,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06856205128133297,0.06856205128133297,0.0,0,0,0.15134716778993607,0.0827851165086031
FRA-Ligue 1,2425,Nantes,Alban Lafont,CIV,GK,25,1999,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044013237580657005,0,2,1.3937527919188142,1.3692600997164845
FRA-Ligue 1,2425,Nantes,Anthony Lopes,POR,GK,33,1990,18,18,1563,17.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.5774409007281065,2.5774409007281065
FRA-Ligue 1,2425,Nantes,Bahereba Guirassy,FRA,MF,17,2006,19,2,348,3.9,2,0,2,2,0,0,0,0,0.52,0.0,0.52,0.52,0.52,0.8016492705792189,0.8016492705792189,0.06894177384674549,2,2,1.0242509078234434,0.3083529584109783
FRA-Ligue 1,2425,Nantes,Dehmaine Assoumani,FRA,FW,19,2005,12,0,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04735305067151785,0.04735305067151785,1.2690088376402855,0,5,1.1075081024318933,0.468676446005702
FRA-Ligue 1,2425,Nantes,Douglas,BRA,MF,27,1997,28,28,2307,25.6,4,2,6,4,0,0,8,0,0.16,0.08,0.23,0.16,0.23,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Nantes,Fabien Centonze,FRA,DF,28,1996,7,3,265,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14001598954200745,0,3,0.6209783405065536,0.5694247186183929
FRA-Ligue 1,2425,Nantes,Florent Mollet,FRA,MF,32,1991,9,3,242,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.26050614193081856,0.26050614193081856,0.2627162719145417,0,6,0.6235980913043022,0.2913534250110388
FRA-Ligue 1,2425,Nantes,Francis Coquelin,FRA,MF,33,1991,6,3,224,2.5,1,1,2,1,0,0,1,0,0.4,0.4,0.8,0.4,0.8,1.0525463744997978,1.0525463744997978,0.8749106666073203,1,4,2.456264089792967,0.6605504099279642
FRA-Ligue 1,2425,Nantes,Ignatius Ganago,CMR,MF,25,1999,11,1,241,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.38069893699139357,0.38069893699139357,0.2051987610757351,0,5,1.140299677848816,0.7025820799171925
FRA-Ligue 1,2425,Nantes,Jean-Charles Castelletto,CMR,"DF,MF",29,1995,30,30,2620,29.1,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,1.7714124927297235,1.7714124927297235,0.04451837204396725,0,2,6.044815128669143,5.600733108818531
FRA-Ligue 1,2425,Nantes,Jean-Kevin Duverne,HAI,DF,27,1997,9,7,537,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.230261473916471,0.230261473916471,0.09431801736354828,0,1,0.9434160189703107,0.907274080440402
FRA-Ligue 1,2425,Nantes,Jean-Philippe Gbamin,CIV,MF,28,1995,14,2,216,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.569337859749794,0.569337859749794,0.0,0,0,0.6775380037724972,0.6775380037724972
FRA-Ligue 1,2425,Nantes,Johann Lepenant,FRA,MF,21,2002,29,23,2048,22.8,2,1,3,2,0,0,3,0,0.09,0.04,0.13,0.09,0.13,1.9494086122140288,1.9494086122140288,1.3845457695424557,2,9,6.8065758012235165,3.7388557083904743
FRA-Ligue 1,2425,Nantes,Kelvin Amian,FRA,DF,26,1998,30,23,2165,24.1,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Nantes,Louis Leroux,FRA,"MF,DF",18,2006,16,8,816,9.1,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,1.9075275473296642,1.9075275473296642,1.3230022946372628,2,11,5.996318428777158,3.4117516949772835
FRA-Ligue 1,2425,Nantes,Marcus Coco,FRA,DF,28,1996,20,10,951,10.6,0,1,1,0,0,0,3,2,0.0,0.09,0.09,0.0,0.09,0.041120925918221474,0.041120925918221474,1.6138275675475597,0,10,4.087841607630253,3.2576057873666286
FRA-Ligue 1,2425,Nantes,Matthis Abline,FRA,FW,21,2003,34,33,2768,30.8,9,2,11,8,1,1,3,0,0.29,0.07,0.36,0.26,0.33,8.705237116664648,9.465332236140966,4.202982425689697,8,26,15.989959574304521,4.608626442961395
FRA-Ligue 1,2425,Nantes,Meschak Elia,COD,FW,26,1997,8,1,170,1.9,1,0,1,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Nantes,Moses Simon,NGA,"FW,MF",29,1995,32,31,2609,29.0,8,10,18,4,4,4,2,0,0.28,0.34,0.62,0.14,0.48,3.86452807020396,6.904908551834524,8.729872837662697,4,57,15.342755746096373,5.271313047967851
FRA-Ligue 1,2425,Nantes,Mostafa Mohamed,EGY,FW,26,1997,30,11,1252,13.9,5,0,5,5,0,0,3,0,0.36,0.0,0.36,0.36,0.36,6.601109892129898,6.601109892129898,0.4573865532875061,5,7,7.209609759971499,1.3760491469874978
FRA-Ligue 1,2425,Nantes,Nathan Zeze,FRA,DF,19,2005,18,17,1512,16.8,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.33420097827911377,0.33420097827911377,0.010211260057985783,0,1,3.897283853031695,3.887072592973709
FRA-Ligue 1,2425,Nantes,Nicolas Cozza,FRA,"DF,MF",25,1999,27,23,2051,22.8,1,0,1,1,0,0,3,1,0.04,0.0,0.04,0.04,0.04,1.7512174881994724,1.7512174881994724,0.810757813975215,1,7,5.886363852769136,3.7000493817031384
FRA-Ligue 1,2425,Nantes,Nicolas Pallois,FRA,DF,36,1987,26,23,2017,22.4,0,2,2,0,0,0,9,0,0.0,0.09,0.09,0.0,0.09,0.371842572465539,0.371842572465539,0.494255181401968,0,3,6.117804568260908,6.050037901848555
FRA-Ligue 1,2425,Nantes,Patrik Carlgren,SWE,GK,32,1992,5,4,417,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6648676618933678,0.6648676618933678
FRA-Ligue 1,2425,Nantes,Pedro Chirivella,ESP,MF,27,1997,30,28,2348,26.1,0,2,2,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08,0.30783276446163654,0.30783276446163654,2.257875836454332,0,19,9.50188134610653,7.889349973760545
FRA-Ligue 1,2425,Nantes,Plamedi Nsingi,,FW,23,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08997058123350143,0.08997058123350143,0.0,0,0,0.08997058123350143,0.0
FRA-Ligue 1,2425,Nantes,Saidou Sow,GUI,DF,22,2002,9,9,799,8.9,1,0,1,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,1.4113862235099077,1.4113862235099077,0.7702929861843586,1,4,5.119145207107067,5.101365050300956
FRA-Ligue 1,2425,Nantes,Sorba Thomas,WAL,"MF,DF",24,1999,25,15,1321,14.7,1,3,4,1,0,0,3,0,0.07,0.2,0.27,0.07,0.27,1.862928626127541,1.862928626127541,4.295549262315035,1,37,5.919012122787535,2.2782368920743465
FRA-Ligue 1,2425,Nantes,Sékou Doucoure,FRA,DF,19,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Nantes,Tino Kadewere,ZIM,MF,28,1996,12,6,512,5.7,1,2,3,1,0,0,1,0,0.18,0.35,0.53,0.18,0.53,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Nice,Ali Abdi,TUN,MF,30,1993,25,17,1393,15.5,5,2,7,5,0,0,2,0,0.32,0.13,0.45,0.32,0.45,4.895776592195034,4.895776592195034,2.366318485699594,5,20,10.524317480623722,4.1067142598330975
FRA-Ligue 1,2425,Nice,Amidou Doumbouya,FRA,MF,16,2007,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.06613747775554657,0.06613747775554657
FRA-Ligue 1,2425,Nice,Antoine Mendy,SEN,"DF,MF",20,2004,18,8,825,9.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.895209914073348,0.895209914073348,0.07988094724714756,0,2,3.4466172512620687,3.302452316507697
FRA-Ligue 1,2425,Nice,Badredine Bouanani,ALG,"MF,FW",19,2004,26,11,1099,12.2,3,3,6,2,1,1,2,0,0.25,0.25,0.49,0.16,0.41,2.0703648291528225,2.8304600082337856,2.791287649422884,2,21,7.888569585978985,4.111181752756238
FRA-Ligue 1,2425,Nice,Baptiste Santamaria,FRA,MF,29,1995,13,11,927,10.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8494266346096992,0.8494266346096992,1.5407738704234362,0,15,6.214584792032838,5.513916777446866
FRA-Ligue 1,2425,Nice,Bernard Nguene,CMR,FW,17,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Nice,Bilal Brahimi,ALG,MF,24,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Nice,Dante,BRA,DF,40,1983,25,21,1964,21.8,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.3553049825131893,0.3553049825131893,0.2828235775232315,0,4,7.6260071862488985,7.554612623527646
FRA-Ligue 1,2425,Nice,Evann Guessand,CIV,"MF,FW",23,2001,33,30,2565,28.5,12,8,20,12,0,0,2,0,0.42,0.28,0.7,0.42,0.7,9.78530315682292,9.78530315682292,6.217509228736162,12,32,19.578173577785492,5.419926440343261
FRA-Ligue 1,2425,Nice,Gaëtan Laborde,FRA,FW,30,1994,28,20,1829,20.3,11,4,15,7,4,4,1,0,0.54,0.2,0.74,0.34,0.54,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Nice,Hicham Boudaoui,ALG,MF,24,1999,29,27,2435,27.1,2,3,5,2,0,0,9,0,0.07,0.11,0.18,0.07,0.18,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Nice,Issiaga Camara,GUI,MF,19,2005,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.21391375362873077,0.21391375362873077
FRA-Ligue 1,2425,Nice,Jeremie Boga,CIV,"MF,FW",27,1997,21,12,1054,11.7,1,2,3,1,0,0,0,0,0.09,0.17,0.26,0.09,0.26,3.5320779252797365,3.5320779252797365,2.303302962332964,1,24,7.304548567160964,2.7435285076498985
FRA-Ligue 1,2425,Nice,Jonathan Clauss,FRA,"MF,DF",31,1992,28,27,2303,25.6,3,8,11,3,0,0,7,0,0.12,0.31,0.43,0.12,0.43,2.750055531039834,2.750055531039834,8.35056571289897,3,54,14.613921992480755,10.207197416573763
FRA-Ligue 1,2425,Nice,Jordan Lotomba,SUI,"DF,MF",25,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.061035726219415665,0.061035726219415665
FRA-Ligue 1,2425,Nice,Marcin Bułka,POL,GK,24,1999,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FRA-Ligue 1,2425,Nice,Melvin Bard,FRA,"DF,MF",23,2000,24,22,1938,21.5,2,1,3,2,0,0,4,2,0.09,0.05,0.14,0.09,0.14,2.5517928758636117,2.5517928758636117,2.4570867978036404,2,16,12.506262205541134,8.377566136419773
FRA-Ligue 1,2425,Nice,Mohamed Abdelmoneim,EGY,DF,25,1999,12,10,855,9.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
