league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,np_xg,xg,xa,np_goals,key_passes,xg_chain,xg_buildup
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29,1995,10,8,678,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.24186671525239944,0.24186671525239944,0.016024935990571976,0,1,3.5274377912282944,3.38953398168087
ENG-Premier League,2425,Manchester City,Nico O’Reilly,ENG,DF,19,2005,9,6,528,5.9,2,0,2,2,0,0,0,0,0.34,0.0,0.34,0.34,0.34,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester City,Nicolás González,ESP,MF,22,2002,11,9,760,8.4,1,0,1,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12,4.388662149198353,4.388662149198353,1.3247456587851048,3,19,7.8343419916927814,3.530604605562985
ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"MF,FW",25,1999,16,14,1175,13.1,7,0,7,7,0,0,0,0,0.54,0.0,0.54,0.54,0.54,5.649778325110674,5.649778325110674,2.676836894825101,7,15,9.663014598190784,2.601844636723399
ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"MF,FW",25,1999,16,14,1175,13.1,7,0,7,7,0,0,0,0,0.54,0.0,0.54,0.54,0.54,8.938476577401161,10.454029858112335,6.4370531141757965,13,33,15.567543163895607,4.923579152673483
ENG-Premier League,2425,Manchester City,Oscar Bobb,NOR,"FW,MF",21,2003,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09015875309705734,0,1,0.09015875309705734,0.0
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24,2000,28,20,1777,19.7,7,2,9,7,0,0,2,0,0.35,0.1,0.46,0.35,0.46,6.184084575623274,6.184084575623274,5.382284659892321,7,44,13.734636969864368,5.446543112397194
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",19,2004,28,21,1893,21.0,1,2,3,1,0,0,5,1,0.05,0.1,0.14,0.05,0.14,1.6414977870881557,1.6414977870881557,0.34641725569963455,1,7,14.292443186044693,12.876099944114685
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28,1996,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052060868591070175,0,1,1.4455500841140747,1.4455500841140747
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,"DF,MF",27,1997,27,25,2271,25.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.335742843337357,1.335742843337357,0.21338675543665886,0,5,14.734221961349249,14.567276891320944
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31,1992,13,12,1100,12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester City,Sávio,BRA,"MF,FW",20,2004,29,21,1766,19.6,1,8,9,1,0,0,3,0,0.05,0.41,0.46,0.05,0.46,5.246914088726044,5.246914088726044,6.9446608647704124,1,45,16.14704818278551,5.930092327296734
ENG-Premier League,2425,Manchester City,Vitor Reis,BRA,DF,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,33,1990,33,25,2223,24.7,1,6,7,1,0,0,1,0,0.04,0.24,0.28,0.04,0.28,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,MF,20,2004,36,23,2199,24.4,6,2,8,6,0,0,3,0,0.25,0.08,0.33,0.25,0.33,9.43980634957552,9.43980634957552,3.4675094597041607,6,38,16.76700660586357,5.79347936809063
ENG-Premier League,2425,Manchester Utd,Altay Bayındır,TUR,GK,26,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"MF,FW",22,2002,26,20,1901,21.1,8,6,14,8,0,0,5,0,0.38,0.28,0.66,0.38,0.66,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28,1996,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31468600034713745,0,1,5.308094757609069,4.993408787064254
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"FW,MF",24,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6254736389964819,0.6254736389964819,0.22945007402449846,0,3,1.066591788083315,0.3265676498413086
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"FW,MF",24,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.7814827393740416,2.7814827393740416,4.681491408497095,5,37,9.913269273936749,5.053524797782302
ENG-Premier League,2425,Manchester Utd,Ayden Heaven,ENG,DF,17,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.060109693557024,0.060109693557024,0.012095056474208832,0,1,0.3067154213786125,0.2946203574538231
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,MF,29,1994,36,35,3018,33.5,8,10,18,5,3,3,5,2,0.24,0.3,0.54,0.15,0.45,7.604290317744017,9.887796703726053,10.227527445182204,5,92,24.228133594617248,13.644698239862919
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32,1992,24,18,1494,16.6,1,0,1,1,0,0,5,0,0.06,0.0,0.06,0.06,0.06,1.939050110988319,1.939050110988319,2.170760851353407,1,22,7.131643548607826,5.040456134825945
ENG-Premier League,2425,Manchester Utd,Chidozie Obi-Martin,DEN,FW,16,2007,7,1,165,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32,1992,23,11,1061,11.8,1,2,3,0,1,1,4,0,0.08,0.17,0.25,0.0,0.17,0.5706015210598707,1.3317703362554312,3.2394327828660607,0,29,7.565414318814874,6.649325430393219
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,"MF,DF",25,1999,33,31,2814,31.3,0,3,3,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,1.6990829594433308,1.6990829594433308,2.5788643723353744,0,26,10.50801149662584,8.384668283164501
ENG-Premier League,2425,Manchester Utd,Harry Amass,ENG,MF,17,2007,5,4,346,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08970431052148342,0.08970431052148342,0.04916497692465782,0,1,1.3546761870384216,1.2308019548654556
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31,1993,27,19,1758,19.5,1,0,1,1,0,0,7,0,0.05,0.0,0.05,0.05,0.05,2.3422655537724495,2.3422655537724495,0.9308241046965122,1,8,5.207567437551916,3.6736370800063014
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36,1988,7,3,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.08427041582763195,0.08427041582763195,0.0,0,0,1.1920689959079027,1.1920689959079027
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23,2001,32,14,1402,15.6,3,1,4,3,0,0,2,0,0.19,0.06,0.26,0.19,0.26,5.218384485691786,5.218384485691786,2.009757675230503,3,12,9.033301264047623,2.963567115366459
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19,2005,25,19,1651,18.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.7448182795196772,0.7448182795196772,2.04548772983253,0,14,6.994521474465728,4.4265395030379295
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,18,2005,21,12,1165,12.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.1257849335670471,1.1257849335670471,0.05382058396935463,0,2,4.256799969822168,3.4262867253273726
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26,1998,20,20,1751,19.5,2,1,3,2,0,0,7,0,0.1,0.05,0.15,0.1,0.15,1.6867136806249619,1.6867136806249619,1.357606129720807,2,9,9.639154896140099,8.233198188245296
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29,1995,7,4,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.03137751296162605,0.03137751296162605,0.5605076849460602,0,5,1.353358380496502,0.7928507253527641
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte,URU,MF,23,2001,29,22,1785,19.8,1,2,3,1,0,0,11,0,0.05,0.1,0.15,0.05,0.15,1.087446665391326,1.087446665391326,1.6160887470468879,1,10,7.235839036293328,6.052829889580607
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,MF,26,1997,15,12,978,10.9,4,1,5,4,0,0,2,0,0.37,0.09,0.46,0.37,0.46,4.22487423196435,4.986043129116297,4.728895880281925,5,27,10.02566921338439,3.5098787005990744
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25,1999,17,8,622,6.9,1,0,1,1,0,0,3,0,0.14,0.0,0.14,0.14,0.14,2.9394782911986113,2.9394782911986113,0.33556320145726204,1,8,4.9926538458094,1.9043842209503055
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,24,1999,29,25,2123,23.6,2,0,2,2,0,0,3,0,0.08,0.0,0.08,0.08,0.08,2.871978895738721,2.871978895738721,0.281110018491745,2,6,5.249729173257947,4.9913213811814785
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,"DF,MF",26,1997,37,34,2838,31.5,0,1,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,0.814534755423665,0.814534755423665,1.5644007651135325,0,20,10.547775242477655,9.085838556289673
ENG-Premier League,2425,Manchester Utd,Patrick Dorgu,DEN,MF,19,2004,12,10,842,9.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.39472571574151516,0.39472571574151516,0.9689584393054247,0,11,2.9226090274751186,1.9455055128782988
ENG-Premier League,2425,Manchester Utd,Patrick Dorgu,DEN,MF,19,2004,12,10,842,9.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,3.1648835986852646,3.1648835986852646,1.512625027447939,3,19,8.149002324789762,4.312539998441935
ENG-Premier League,2425,Manchester Utd,Rasmus Højlund,DEN,FW,21,2003,32,23,2004,22.3,4,0,4,4,0,0,2,0,0.18,0.0,0.18,0.18,0.18,5.865164168179035,5.865164168179035,2.1415039356797934,4,16,8.606904566287994,2.4272238351404667
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,27,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.12602733075618744,0.12602733075618744,0.0,0,0,0.12602733075618744,0.0
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,27,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.857582463882864,8.857582463882864,2.8353318478912115,12,26,17.02024569362402,7.907815325073898
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20,2004,6,0,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.050947535783052444,0.050947535783052444,0.16184047795832157,0,2,0.8362514898180962,0.6744109764695168
ENG-Premier League,2425,Manchester Utd,Tyler Fredricson,ENG,DF,19,2005,2,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.29411039501428604,0.29411039501428604
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,MF,24,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062010977417230606,0,1,0.062010977417230606,0.0
ENG-Premier League,2425,Manchester Utd,Victor Lindelöf,SWE,DF,30,1994,16,6,704,7.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12252716906368732,0,3,1.1769144833087921,1.0819011144340038
ENG-Premier League,2425,Newcastle United,Alexander Isak,SWE,FW,24,1999,34,34,2756,30.6,23,6,29,19,4,4,1,0,0.75,0.2,0.95,0.62,0.82,19.312312599271536,22.356988068670034,5.44870379474014,19,42,26.209551103413105,3.579237926751375
ENG-Premier League,2425,Newcastle United,Anthony Gordon,ENG,"FW,MF",23,2001,34,28,2434,27.0,6,5,11,5,1,2,2,0,0.22,0.18,0.41,0.18,0.37,7.674173064529896,9.196510776877403,4.824591662734747,5,51,15.255516607314348,6.296648159623146
ENG-Premier League,2425,Newcastle United,Bruno Guimarães,BRA,MF,26,1997,38,38,3271,36.3,5,6,11,5,0,0,7,0,0.14,0.17,0.3,0.14,0.3,4.702356463298202,4.702356463298202,6.579319527372718,5,52,20.815922878682613,14.020939897745848
ENG-Premier League,2425,Newcastle United,Callum Wilson,ENG,FW,32,1992,18,2,370,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7507430538535118,0.7507430538535118,0.1887170672416687,0,3,1.4098929166793823,0.470432810485363
ENG-Premier League,2425,Newcastle United,Dan Burn,ENG,DF,32,1992,37,37,3330,37.0,1,1,2,1,0,0,11,0,0.03,0.03,0.05,0.03,0.05,2.5743769044056535,2.5743769044056535,1.1636743620038033,1,9,10.685649447143078,10.075688883662224
ENG-Premier League,2425,Newcastle United,Emil Krafth,SWE,DF,29,1994,12,2,342,3.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.027688954025506973,0.027688954025506973,0.05894070118665695,0,1,1.4653809145092964,1.4653809145092964
ENG-Premier League,2425,Newcastle United,Fabian Schär,SUI,DF,32,1991,34,33,2934,32.6,4,0,4,4,0,0,9,1,0.12,0.0,0.12,0.12,0.12,4.203412067145109,4.203412067145109,0.3913493175059557,4,5,9.683145336806774,8.512181639671326
ENG-Premier League,2425,Newcastle United,Harvey Barnes,ENG,"FW,MF",26,1997,33,17,1755,19.5,9,4,13,9,0,0,0,0,0.46,0.21,0.67,0.46,0.67,7.695071091875434,7.695071091875434,4.351620296947658,9,24,13.820457808673382,3.1923213340342045
ENG-Premier League,2425,Newcastle United,Jacob Murphy,ENG,"FW,MF",29,1995,35,31,2360,26.2,8,12,20,8,0,0,4,0,0.31,0.46,0.76,0.31,0.76,6.590988090261817,6.590988090261817,9.341311557218432,8,41,18.842034708708525,4.910585891455412
ENG-Premier League,2425,Newcastle United,Joe Willock,ENG,MF,24,1999,32,11,1086,12.1,0,2,2,0,0,0,4,0,0.0,0.17,0.17,0.0,0.17,2.0176452044397593,2.0176452044397593,3.1126333381980658,0,22,8.017597679048777,3.4172954158857465
ENG-Premier League,2425,Newcastle United,Joelinton,BRA,"MF,FW",27,1996,29,29,2393,26.6,4,3,7,4,0,0,10,0,0.15,0.11,0.26,0.15,0.26,4.270817156881094,4.270817156881094,2.4919691011309624,4,23,16.40742952376604,11.303140779957175
ENG-Premier League,2425,Newcastle United,Kieran Trippier,ENG,DF,33,1990,25,14,1309,14.5,0,3,3,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21,0.15787873044610023,0.15787873044610023,1.8058830378577113,0,21,6.462460404261947,6.190624123439193
ENG-Premier League,2425,Newcastle United,Lewis Hall,ENG,DF,19,2004,27,24,2189,24.3,0,4,4,0,0,0,3,0,0.0,0.16,0.16,0.0,0.16,0.5363848507404327,0.5363848507404327,3.951083693653345,0,33,12.689174748957157,10.644899234175682
ENG-Premier League,2425,Newcastle United,Lewis Miley,ENG,MF,18,2006,14,1,313,3.5,1,0,1,1,0,0,0,0,0.29,0.0,0.29,0.29,0.29,0.2039504423737526,0.2039504423737526,0.08938674628734589,1,1,1.0136461164802313,0.8299028035253286
ENG-Premier League,2425,Newcastle United,Lloyd Kelly,ENG,DF,25,1998,10,4,303,3.4,0,1,1,0,0,0,2,0,0.0,0.3,0.3,0.0,0.3,0.2711419649422169,0.2711419649422169,0.3751976788043976,0,2,0.8785770535469055,0.5033793747425079
ENG-Premier League,2425,Newcastle United,Lloyd Kelly,ENG,DF,25,1998,10,4,303,3.4,0,1,1,0,0,0,2,0,0.0,0.3,0.3,0.0,0.3,0.6167027596384287,0.6167027596384287,0.1340404450893402,0,3,3.028360364958644,2.810955699533224
ENG-Premier League,2425,Newcastle United,Martin Dúbravka,SVK,GK,35,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Newcastle United,Matt Targett,ENG,"DF,MF",28,1995,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.14237786829471588,0.14237786829471588
ENG-Premier League,2425,Newcastle United,Miguel Almirón,PAR,FW,30,1994,9,1,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4826713129878044,0.4826713129878044,0.16637674160301685,0,3,0.6716924104839563,0.16323585249483585
ENG-Premier League,2425,Newcastle United,Nick Pope,ENG,GK,32,1992,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07708201557397842,0,1,4.53913442697376,4.462052411399782
ENG-Premier League,2425,Newcastle United,Sandro Tonali,ITA,MF,24,2000,36,28,2630,29.2,4,2,6,4,0,0,5,0,0.14,0.07,0.21,0.14,0.21,4.238380494527519,4.238380494527519,2.1789364712312818,4,28,15.480939321219921,11.201060734689236
ENG-Premier League,2425,Newcastle United,Sean Longstaff,ENG,MF,26,1997,25,8,798,8.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4065457545220852,0.4065457545220852,0.20866851694881916,0,4,2.1645284295082092,1.791835017502308
ENG-Premier League,2425,Newcastle United,Sven Botman,NED,DF,24,2000,8,6,412,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7963292263448238,0.7963292263448238,0.6542200557887554,0,2,1.063561487942934,1.063561487942934
ENG-Premier League,2425,Newcastle United,Valentino Livramento,ENG,DF,21,2002,37,32,2840,31.6,0,1,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.3249886427074671,0.3249886427074671,3.147453512996435,0,25,13.396901009604335,10.808134069666266
ENG-Premier League,2425,Newcastle United,William Osula,DEN,FW,20,2003,14,0,134,1.5,1,0,1,1,0,0,0,0,0.67,0.0,0.67,0.67,0.67,0.28269219398498535,0.28269219398498535,0.13386283814907074,1,2,0.3538459315896034,0.07435569167137146
ENG-Premier League,2425,Nottingham Forest,Anthony Elanga,SWE,"MF,FW",22,2002,38,31,2501,27.8,6,11,17,6,0,0,1,0,0.22,0.4,0.61,0.22,0.61,5.92288132570684,5.92288132570684,6.605899995192885,6,50,12.84948781132698,4.026209270581603
ENG-Premier League,2425,Nottingham Forest,Callum Hudson-Odoi,ENG,MF,23,2000,31,25,2194,24.4,5,2,7,5,0,0,2,0,0.21,0.08,0.29,0.21,0.29,2.5114910937845707,2.5114910937845707,2.9465562608093023,5,44,11.848760638386011,8.000117145478725
ENG-Premier League,2425,Nottingham Forest,Chris Wood,NZL,FW,32,1991,36,35,2959,32.9,20,3,23,17,3,3,1,0,0.61,0.09,0.7,0.52,0.61,13.355148404836655,15.638655036687851,3.044111367315054,17,22,14.72016467526555,1.6692094188183546
ENG-Premier League,2425,Nottingham Forest,Danilo Santos,BRA,MF,23,2001,8,5,275,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Nottingham Forest,Elliot Anderson,ENG,MF,21,2002,37,33,2728,30.3,2,6,8,2,0,0,10,0,0.07,0.2,0.26,0.07,0.26,2.230010911822319,2.230010911822319,4.1257980996742845,2,37,9.88364265859127,6.357638165354729
ENG-Premier League,2425,Nottingham Forest,Eric da Silva Moreira,GER,DF,18,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Nottingham Forest,Harry Toffolo,ENG,DF,28,1995,4,1,137,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.022599829360842705,0.022599829360842705,0.0,0,0,0.042361821979284286,0.01976199261844158
ENG-Premier League,2425,Nottingham Forest,Ibrahim Sangaré,CIV,MF,26,1997,13,7,590,6.6,0,1,1,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Nottingham Forest,James Ward-Prowse,ENG,MF,29,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.0,0.23,0.23,0.0,0.23,1.2941841231659055,1.2941841231659055,3.261906538158655,1,24,5.538908100686967,2.9147418392822146
ENG-Premier League,2425,Nottingham Forest,Jota Silva,POR,MF,24,1999,31,5,854,9.5,3,1,4,3,0,0,5,0,0.32,0.11,0.42,0.32,0.42,2.7386593613773584,2.7386593613773584,3.355119312182069,3,14,4.373035242781043,0.8781488863751292
ENG-Premier League,2425,Nottingham Forest,Matz Sels,BEL,GK,32,1992,38,38,3420,38.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5219662692397833,0,2,3.724944426678121,3.2029781555756927
ENG-Premier League,2425,Nottingham Forest,Morato,BRA,DF,23,2001,26,6,907,10.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.1037580780684948,0.1037580780684948,0.0,0,0,2.077718833461404,2.077718833461404
ENG-Premier League,2425,Nottingham Forest,Morgan Gibbs-White,ENG,MF,24,2000,34,34,2803,31.1,7,8,15,7,0,0,11,1,0.22,0.26,0.48,0.22,0.48,6.140304567292333,6.140304567292333,6.105838568881154,7,51,17.928511697798967,10.13072724826634
ENG-Premier League,2425,Nottingham Forest,Murillo,BRA,DF,22,2002,36,36,3188,35.4,2,0,2,2,0,0,6,0,0.06,0.0,0.06,0.06,0.06,1.9497453132644296,1.9497453132644296,1.3909434340894222,2,12,5.36951514147222,4.55442807264626
ENG-Premier League,2425,Nottingham Forest,Neco Williams,WAL,"DF,MF",23,2001,35,28,2594,28.8,1,3,4,1,0,0,7,0,0.03,0.1,0.14,0.03,0.14,3.0044789891690016,3.0044789891690016,1.7043100725859404,1,18,8.458546839654446,5.0818028431385756
ENG-Premier League,2425,Nottingham Forest,Nicolás Domínguez,ARG,MF,26,1998,34,23,1963,21.8,0,1,1,0,0,0,9,0,0.0,0.05,0.05,0.0,0.05,1.9267512233927846,1.9267512233927846,1.4655370814725757,0,13,4.884785549715161,3.6538716042414308
ENG-Premier League,2425,Nottingham Forest,Nikola Milenković,SRB,DF,26,1997,37,37,3330,37.0,5,2,7,5,0,0,4,0,0.14,0.05,0.19,0.14,0.19,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Nottingham Forest,Ola Aina,NGA,DF,27,1996,35,35,2995,33.3,2,1,3,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,0.46086559537798166,0.46086559537798166,2.045018967241049,2,16,10.087742604315281,8.546997111290693
ENG-Premier League,2425,Nottingham Forest,Ramón Sosa,PAR,MF,24,1999,19,1,295,3.3,1,0,1,1,0,0,1,0,0.31,0.0,0.31,0.31,0.31,1.1310514248907566,1.1310514248907566,0.6833146139979362,1,8,2.070654297247529,0.2562882862985134
ENG-Premier League,2425,Nottingham Forest,Ryan Yates,ENG,MF,26,1997,35,18,1915,21.3,2,1,3,2,0,0,10,0,0.09,0.05,0.14,0.09,0.14,2.863330416381359,2.863330416381359,1.0837957467883825,2,19,6.05943701043725,4.180756267160177
ENG-Premier League,2425,Nottingham Forest,Taiwo Awoniyi,NGA,FW,26,1997,26,3,416,4.6,1,0,1,1,0,0,0,0,0.22,0.0,0.22,0.22,0.22,2.418665297329426,2.418665297329426,0.08859707228839397,1,2,2.95575431548059,0.4484919551759958
ENG-Premier League,2425,Nottingham Forest,Willy Boly,CIV,DF,33,1991,6,1,150,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.08295150846242905,0.08295150846242905,0.0,0,0,0.13758442923426628,0.13758442923426628
ENG-Premier League,2425,Nottingham Forest,Álex Moreno,ESP,DF,31,1993,15,11,955,10.6,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,0.21700730733573437,0.21700730733573437,1.076141320168972,0,8,2.5304054114967585,1.5371484030038118
ENG-Premier League,2425,Southampton,Aaron Ramsdale,ENG,GK,26,1998,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.3939849622547626,2.3939849622547626
ENG-Premier League,2425,Southampton,Adam Armstrong,ENG,"FW,MF",27,1997,20,15,1248,13.9,2,2,4,2,0,1,4,0,0.14,0.14,0.29,0.14,0.29,3.1722997166216373,3.9334685541689396,2.005434782244265,2,9,6.038746699690819,1.9466782938688993
ENG-Premier League,2425,Southampton,Adam Lallana,ENG,MF,36,1988,14,5,361,4.0,0,2,2,0,0,0,4,0,0.0,0.5,0.5,0.0,0.5,0.15231557562947273,0.15231557562947273,0.5534783098846674,0,4,1.702550608664751,1.124756133183837
ENG-Premier League,2425,Southampton,Albert Grønbaek,DEN,"MF,FW",23,2001,4,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Southampton,Alex McCarthy,ENG,GK,34,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4999673590064049,0.4999673590064049
ENG-Premier League,2425,Southampton,Armel Bella Kotchap,GER,DF,22,2001,4,2,331,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2672498822212219,0.2672498822212219,0.0,0,0,0.7146918140351772,0.7146918140351772
ENG-Premier League,2425,Southampton,Ben Brereton,CHI,"FW,MF",25,1999,10,4,449,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23,2001,35,13,1441,16.0,2,0,2,2,0,1,0,0,0.12,0.0,0.12,0.12,0.12,6.166471207514405,6.92764007486403,0.47348521556705236,2,6,7.4672291576862335,1.9211225835606456
ENG-Premier League,2425,Southampton,Carlos Alcaraz,ARG,MF,21,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.660201769322157,1.660201769322157,2.2886833511292934,2,14,3.914981357753277,0.6430606916546822
ENG-Premier League,2425,Southampton,Charlie Taylor,ENG,DF,30,1993,8,3,356,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05513033643364906,0,1,0.7140172049403191,0.6588868722319603
